Entretien,Thème,Code,Verbatim,Fichier
Lau5,Perception et compréhension de l'IA et de ChatGPT,Préoccupation sur la collecte de données,"""Certains critiquent l’IA, disant qu’elle collecte trop de données et que cela pose des problèmes d’anonymat.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Compréhension des algorithmes,"""Je connais les algorithmes sur les réseaux sociaux, mais pour l’IA, je ne sais pas.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Définition d'un algorithme,"""Un algorithme, c’est une série de calculs qui aboutissent à un résultat.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Caractéristique de ChatGPT,"""ChatGPT, c’est qu’il s’agit d’une IA générative, capable de s’auto-alimenter et de se construire une base de données pour générer du contenu de manière autonome.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Perception de l'utilité de ChatGPT,"""Je l’utilise pour résumer des textes ou m’expliquer certains passages.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Limite de ChatGPT,"""ChatGPT ne peut pas encore lire ces documents [PDF].""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Confiance dans ChatGPT,"""On nous a tellement répété qu’il fallait faire attention aux sources de ChatGPT que je n’osais pas lui demander de trouver des informations par lui-même.""",Lau5_segment_2.txt
Lau5,Perception et compréhension de l'IA et de ChatGPT,Évolution de l'utilisation de ChatGPT,"""Je pense que je pourrais envisager de l’utiliser plus souvent pour ce genre de tâche.""",Lau5_segment_2.txt
Lau5,Perception et représentation de ChatGPT**,Définition de ChatGPT,"""Pour moi, c'est vraiment un outil qui est là pour aider et donner un coup de main.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Réaction initiale à ChatGPT,"""Je trouvais ça délirant, incroyable. Jamais je n'avais imaginé qu'un outil comme ça pourrait m'aider.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Perception de la gratuité de ChatGPT,"""Sa gratuité m'a surpris. Je me disais : 'Comment est-ce qu'un si grand nombre de personnes peut avoir accès à un outil aussi puissant gratuitement ?'""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Évolution potentielle de ChatGPT,"""Je pense qu'il peut encore faire des choses plus incroyables.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Comparaison avec l'intelligence humaine,"""Je pense que, pour certaines choses, ChatGPT peut dépasser l'humain.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Limites de ChatGPT,"""Il y aura toujours des domaines où il manque des éléments, comme l'empathie ou l'émotionnel.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Utilité de ChatGPT dans les études,"""Je l'utilise minimum une fois par semaine pour mes cours.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Utilisation de ChatGPT pour la rédaction,"""Je m'en sers aussi pour générer des idées, notamment sur des problématiques ou des recherches liées à des contextes précis.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Perception de la menace que représente ChatGPT pour certains métiers,"""Oui, clairement. Par exemple, mon copain, qui est à l'HEG, utilise ChatGPT depuis le début de sa formation.""",Lau5_segment_1.txt
Lau5,Perception et représentation de ChatGPT**,Équilibre entre les capacités de ChatGPT et celles de l'humain,"""L'humain garde toujours des compétences émotionnelles et une expertise pratique que ChatGPT ne peut pas remplacer, du moins pour le moment.""",Lau5_segment_1.txt
Lau5,Perception et utilisation de ChatGPT**,Perception de ChatGPT comme un outil,"""ChatGPT est un outil, et c’est à nous de l’utiliser correctement.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Dépendance aux formulations des questions,"""Si nos questions sont mal formulées ou confuses, il ne peut pas répondre correctement.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Utilisation pour gagner du temps,"""ChatGPT m’aide à me lancer. Rien que ça, c’est un gain de temps énorme.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Amélioration de la clarté des idées,"""Ça m’oblige aussi à être plus claire avec moi-même, à mieux cerner ma pensée""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Structuration des idées,"""Ça me force à être plus au clair sur ce que je veux dire.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Utilisation pour la rédaction,"""Je rédige moi-même mes idées principales, puis lui demander de travailler à partir de ce point.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Impact sur la productivité,"""Je pense que je suis plus efficace.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Utilisation pour clarifier les attentes,"""Ça m’aide à clarifier les attentes et à organiser mon travail plus rapidement.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Changement dans les habitudes de travail,"""Ça a clairement modifié ma façon de travailler.""",Lau5_segment_3.txt
Lau5,Perception et utilisation de ChatGPT**,Gain de temps et d'énergie,"""Ça me fait gagner du temps, mais aussi de l’énergie.""",Lau5_segment_3.txt
Lau5,Positionnement personnel et professionnel**,Parcours académique et professionnel,"""J'ai été au gymnase de Burier, où j'ai suivi une formation en école de commerce.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Perception de son propre positionnement par rapport à la technologie,"""Je n'étais pas très 'technologie'.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Évaluation de l'utilisation de ChatGPT dans son propre parcours,"""Je l'utilise minimum une fois par semaine pour mes cours.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Perception de l'impact de ChatGPT sur son propre travail,"""Je trouve que ChatGPT explique mieux certains concepts que mes professeurs.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Évaluation de la nécessité de développer des compétences complémentaires à ChatGPT,"""L'humain garde toujours des compétences émotionnelles et une expertise pratique que ChatGPT ne peut pas remplacer.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Perception de son propre rôle en tant qu'étudiante en travail social,"""En travail social, on a une fibre humaine, une expérience, qu'il n'a pas encore.""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Évaluation de la place de ChatGPT dans son propre domaine d'étude,"""En master, par contre, c'est différent. Il y a eu un module où on nous a clairement dit : 'Vous avez intérêt à ne pas utiliser ChatGPT.'""",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Perception de son propre avenir professionnel,"(Pas de verbatim explicite, mais on peut déduire que Jessica est consciente des défis et des opportunités que présente ChatGPT pour son avenir professionnel.)",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Évaluation de la nécessité de prendre en compte les implications sociales de l'utilisation de ChatGPT,"(Pas de verbatim explicite, mais on peut déduire que Jessica pense que les implications sociales de l'utilisation de ChatGPT devraient être prises en compte.)",Lau5_segment_1.txt
Lau5,Positionnement personnel et professionnel**,Perception de son propre rôle en tant qu'utilisateur de ChatGPT,"""Je ne suis pas stupide, je ne vais pas soumettre un article entièrement rédigé par ChatGPT sans y apporter ma touche personnelle.""",Lau5_segment_1.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Préoccupations éthiques,"""Certaines personnes rapportent avoir reçu des réponses biaisées.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Perception des biais,"""Si, par exemple, quelqu’un demande un prénom et que ChatGPT propose un nom stéréotypé comme « Mamadou », je trouve que c’est problématique.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Comparaison avec les humains,"""Les humains font pareil.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Nécessité d'une pensée critique,"""Il faut apprendre très rapidement aux enfants à développer leur pensée critique.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Sensibilisation aux limites de ChatGPT,"""Il est essentiel de leur expliquer que tout ce qu’ils voient, entendent ou apprennent n’est pas forcément juste.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Transparence sur l'utilisation de ChatGPT,"""Non, parce qu’on ne leur parle pas.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Légitimité du diplôme,"""Oui, bien sûr. Il n’y a que pendant les stages que notre personnalité est réellement prise en compte.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Perception des enseignants,"""Les profs n’ont pas le temps pour nous.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Réflexion sur l'éthique,"""On sait que l’outil peut avoir des biais racistes, misogynes ou autres.""",Lau5_segment_4.txt
Lau5,Questions éthiques et tensions liées à l'utilisation de ChatGPT**,Utilisation appropriée,"""Je n’ai jamais rencontré ce genre de problème.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Sentiment d'autonomie,"""Je ne suis pas très scolaire de base, donc ça m’arrange.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Dépendance assumée,"""Oui, mais ça ne me dérange pas du tout.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Utilisation proactive,"""Je l’utilise uniquement pour m’aider à avancer dans mes travaux à rendre.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Sentiment de compétence renforcé,"""ChatGPT m’a appris à mieux rédiger.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Évaluation de la qualité,"""Je suis plus rassurée sur la qualité rédactionnelle.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Prise de conscience des limites,"""Si tu ne sais pas bien utiliser l’outil ou si tu manques de sens critique, tu peux facilement passer à côté.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Perception d'indépendance,"""Je ne suis pas accro.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Flexibilité d'utilisation,"""Tu peux aller à Starbucks avec ton téléphone et utiliser leur Wi-Fi.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Confiance en soi,"""Je serais très contente pour moi.""",Lau5_segment_4.txt
Lau5,Relation avec ChatGPT et autonomie**,Perception globale positive,"""Pour moi, ce n’est pas une dépendance problématique.""",Lau5_segment_4.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Utilisation pour la correction en français,"""Principalement pour la correction en français : grammaire, orthographe, syntaxe.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Amélioration de formulations,"""Je lui demande souvent d’améliorer des formulations.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Résumé de textes,"""Je l’utilise aussi pour résumer des textes.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Explication de concepts,"""J’ai demandé à ChatGPT de m’expliquer 'l’invention de l’homosexualité' selon l’auteur.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Aide à la structuration de présentation orale,"""Je pense que cette fois, j’utiliserai ChatGPT pour m’aider à structurer la présentation.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Limite dans l'utilisation pour la révision,"""Non, parce que ça fait longtemps que je n’ai plus eu d’examen sur table.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Utilisation potentielle pour les examens oraux,"""Mais je pense que c’est parce que notre écrit n’était pas totalement terminé. Si on avait eu un texte finalisé, j’aurais probablement pu lui envoyer pour structurer les points importants à présenter.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Collaboration avec ChatGPT pour la recherche,"""Je co-construisais cette question avec ChatGPT, en ajustant au fur et à mesure.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Utilisation pour clarifier les idées,"""Parfois, quand je sens que ma propre pensée est confuse, je préfère recommencer pour clarifier mes idées.""",Lau5_segment_2.txt
Lau5,Utilisation de ChatGPT dans le contexte universitaire,Rôle de l'humain dans l'utilisation de ChatGPT,"""L’humain reste responsable de la machine et du savoir qu’elle produit ?""",Lau5_segment_2.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Fiabilité des réponses de ChatGPT,"""Je dirais qu’elles sont fiables""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Condition de fiabilité,"""Uniquement parce que je ne lui demande jamais de m’inventer des choses.""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Utilisation complémentaire,"""Je m’appuie toujours sur ce que je maîtrise déjà et j’utilise ChatGPT comme un complément.""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Stratégie de vérification,"""Pas vraiment, parce que je ne lui demande rien de trop complexe.""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Contexte d'utilisation non académique,"""Ce n’était pas un travail académique à rendre""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Utilisation pour des idées et non pour des faits,"""ChatGPT nous servait surtout pour améliorer la formulation et, parfois, pour nous donner des idées""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Conscience des capacités de ChatGPT,"""Je me méfie un peu de ses capacités à inventer ou à fournir des sources""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Évaluation positive de l'interaction avec ChatGPT,"""Je pense que je suis assez bonne [pour formuler mes questions]""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Utilisation du vocal pour les cours,"""Pour l’instant, je n’utilise pas le vocal pour mes cours""",Lau5_segment_3.txt
Lau5,Évaluation de la qualité et de la fiabilité de ChatGPT**,Potentiel du vocal pour les examens,"""Je pense que ça pourrait m’être utile pour les examens ou les rendus à venir""",Lau5_segment_3.txt
