Entretien,Thème,Code,Verbatim,Fichier
D2SN1,1: L'évolution des pratiques d'apprentissage,8: Utilisation spécifique de l'intelligence artificielle,l'utilisation de chat GPT,D2SN1_segment_5.txt
D2SN1,1: L'évolution des pratiques d'apprentissage,9: Proactivité face aux changements,doivent être orienté vers ce sujet,D2SN1_segment_5.txt
D2SN1,1: L'évolution des pratiques d'apprentissage,10: Reconnaissance de l'importance de l'intelligence artificielle,c'est vraiment une technologie qui nous permet de gagner du temps,D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,1: Formation à l'utilisation de l'intelligence artificielle,se forment à l'utilisation de chat GPT,D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,2: Formation sur la communication avec l'intelligence artificielle,"une formation peut-être sur la manière de prompter, de communiquer avec cette technologie là",D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,3: Compétence nécessaire pour le futur,l'intelligence artificielle de l'intelligence artificielle et une formation,D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,4: Utilisation efficace de l'intelligence artificielle,"gagner du temps, d'être plus efficace dans nos dans nos études ou dans notre travail",D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,5: Besoin de savoir communiquer avec l'intelligence artificielle,"la manière de prompter, de communiquer avec cette technologie là",D2SN1_segment_5.txt
D2SN1,2: L'importance de la formation à l'intelligence artificielle,6: Développement des compétences,se forment,D2SN1_segment_5.txt
D2SN1,3: L'impact de l'intelligence artificielle sur le travail et les études,1: Gain de temps grâce à l'intelligence artificielle,gagner du temps,D2SN1_segment_5.txt
D2SN1,3: L'impact de l'intelligence artificielle sur le travail et les études,2: Augmentation de l'efficacité,d'être plus efficace,D2SN1_segment_5.txt
D2SN1,3: L'impact de l'intelligence artificielle sur le travail et les études,3: Application dans les études,dans nos dans nos études,D2SN1_segment_5.txt
D2SN1,3: L'impact de l'intelligence artificielle sur le travail et les études,4: Application dans le travail,dans notre travail,D2SN1_segment_5.txt
D2SN1,3: L'impact de l'intelligence artificielle sur le travail et les études,8: Amélioration des performances,d'être plus efficace dans nos dans nos études ou dans notre travail,D2SN1_segment_5.txt
D2SN1,4: La nécessité d'une adaptation aux nouvelles technologies,1: Évolution technologique,ces technologies là,D2SN1_segment_5.txt
D2SN1,4: La nécessité d'une adaptation aux nouvelles technologies,2: Adaptation nécessaire,les pratiques d'apprentissage doivent être orienté vers ce sujet,D2SN1_segment_5.txt
D2SN1,4: La nécessité d'une adaptation aux nouvelles technologies,5: Acceptation de l'intelligence artificielle,c'est vraiment une technologie,D2SN1_segment_5.txt
D2SN1,4: La nécessité d'une adaptation aux nouvelles technologies,7: Modification des habitudes,les pratiques d'apprentissage sont beaucoup plus orientés,D2SN1_segment_5.txt
D2SN1,5: Les spécificités de l'intelligence artificielle dans l'apprentissage,3: Particularités de l'intelligence artificielle,cette technologie là,D2SN1_segment_5.txt
D2SN1,5: Les spécificités de l'intelligence artificielle dans l'apprentissage,4: Spécificités de l'interaction avec l'intelligence artificielle,"prompter, de communiquer avec cette technologie là",D2SN1_segment_5.txt
D2SN1,5: Les spécificités de l'intelligence artificielle dans l'apprentissage,5: Aspects uniques de l'intelligence artificielle,l'intelligence artificielle,D2SN1_segment_5.txt
D2SN1,5: Les spécificités de l'intelligence artificielle dans l'apprentissage,6: Nécessité de comprendre l'intelligence artificielle,une formation peut-être sur la manière de prompter,D2SN1_segment_5.txt
D2SN1,5: Les spécificités de l'intelligence artificielle dans l'apprentissage,7: Savoir-faire spécifique,"la manière de prompter, de communiquer",D2SN1_segment_5.txt
